id_kelurahan,nama_kelurahan,kecamatan,tahun,bulan,label_risiko,elevasi,jarak_sungai,curah_hujan_lokal,tata_guna_lahan,kualitas_drainase,pengaruh_pasang,kepadatan_penduduk,jenis_tanah,curah_hujan_bulanan,pasang_maks_muara,musim,pasang_trisakti,debit_barito,debit_martapura,curah_hujan_hulu
23,Pelambuan,Banjarmasin Barat,2024,5,4,2.5,70.0,2900.0,1.0,2.0,9.0,12184.0,1.0,264.76302839979246,289.0,2.0,294.0,3792.0521878780405,243.08026845372055,155.57137181038115
23,Pelambuan,Banjarmasin Barat,2024,6,4,2.5,70.0,2900.0,1.0,2.0,9.0,12184.0,1.0,216.04974260166682,299.0,2.0,304.0,3014.1953288261348,175.0177932866788,106.95531811963704
23,Pelambuan,Banjarmasin Barat,2024,7,4,2.5,70.0,2900.0,1.0,2.0,9.0,12184.0,1.0,107.83040708607044,274.0,2.0,279.0,2722.49900668167,145.84816107223233,82.64729127426499
23,Pelambuan,Banjarmasin Barat,2024,8,4,2.5,70.0,2900.0,1.0,2.0,9.0,12184.0,1.0,191.35278732676883,259.0,2.0,264.0,2333.5705771557173,116.67852885778586,38.89284295259529
23,Pelambuan,Banjarmasin Barat,2024,9,4,2.5,70.0,2900.0,1.0,2.0,9.0,12184.0,1.0,264.6657962924109,254.0,2.0,259.0,2528.034791918694,136.1249503340835,58.33926442889293
23,Pelambuan,Banjarmasin Barat,2024,10,4,2.5,70.0,2900.0,1.0,2.0,9.0,12184.0,1.0,387.66441212999354,269.0,2.0,279.0,3208.6595435891113,204.18742550112526,136.1249503340835
23,Pelambuan,Banjarmasin Barat,2024,11,4,2.5,70.0,2900.0,1.0,2.0,9.0,12184.0,1.0,392.0398569621605,294.0,1.0,299.0,4569.909046929946,350.0355865733576,340.31237583520874
23,Pelambuan,Banjarmasin Barat,2024,12,4,2.5,70.0,2900.0,1.0,2.0,9.0,12184.0,1.0,454.94903043798337,309.0,1.0,314.0,5153.301691218876,408.3748510022505,418.0980617403993
24,Telaga Biru,Banjarmasin Barat,2024,1,3,3.5,180.0,2900.0,2.0,3.0,7.0,10383.0,2.0,244.14982163491692,259.0,1.0,269.0,4375.44483216697,340.31237583520874,398.65164026410173
24,Telaga Biru,Banjarmasin Barat,2024,2,3,3.5,180.0,2900.0,2.0,3.0,7.0,10383.0,2.0,290.04337631897937,254.0,1.0,264.0,4083.7485100225053,311.1427436207623,311.1427436207623
24,Telaga Biru,Banjarmasin Barat,2024,3,4,3.5,180.0,2900.0,2.0,3.0,7.0,10383.0,2.0,421.7928818208959,264.0,1.0,274.0,4667.141154311435,369.48200804965524,369.48200804965524
24,Telaga Biru,Banjarmasin Barat,2024,4,4,3.5,180.0,2900.0,2.0,3.0,7.0,10383.0,2.0,388.9284295259529,314.0,1.0,279.0,4958.837476455899,398.65164026410173,243.08026845372055
24,Telaga Biru,Banjarmasin Barat,2024,5,4,3.5,180.0,2900.0,2.0,3.0,7.0,10383.0,2.0,264.76302839979246,289.0,2.0,294.0,3792.0521878780405,243.08026845372055,155.57137181038115
24,Telaga Biru,Banjarmasin Barat,2024,6,4,3.5,180.0,2900.0,2.0,3.0,7.0,10383.0,2.0,216.04974260166682,299.0,2.0,304.0,3014.1953288261348,175.0177932866788,106.95531811963704
24,Telaga Biru,Banjarmasin Barat,2024,7,3,3.5,180.0,2900.0,2.0,3.0,7.0,10383.0,2.0,107.83040708607044,274.0,2.0,279.0,2722.49900668167,145.84816107223233,82.64729127426499
24,Telaga Biru,Banjarmasin Barat,2024,8,3,3.5,180.0,2900.0,2.0,3.0,7.0,10383.0,2.0,191.35278732676883,259.0,2.0,264.0,2333.5705771557173,116.67852885778586,38.89284295259529
24,Telaga Biru,Banjarmasin Barat,2024,9,3,3.5,180.0,2900.0,2.0,3.0,7.0,10383.0,2.0,264.6657962924109,254.0,2.0,259.0,2528.034791918694,136.1249503340835,58.33926442889293
24,Telaga Biru,Banjarmasin Barat,2024,10,4,3.5,180.0,2900.0,2.0,3.0,7.0,10383.0,2.0,387.66441212999354,269.0,2.0,279.0,3208.6595435891113,204.18742550112526,136.1249503340835
24,Telaga Biru,Banjarmasin Barat,2024,11,4,3.5,180.0,2900.0,2.0,3.0,7.0,10383.0,2.0,392.0398569621605,294.0,1.0,299.0,4569.909046929946,350.0355865733576,340.31237583520874
24,Telaga Biru,Banjarmasin Barat,2024,12,4,3.5,180.0,2900.0,2.0,3.0,7.0,10383.0,2.0,454.94903043798337,309.0,1.0,314.0,5153.301691218876,408.3748510022505,418.0980617403993
25,Telawang,Banjarmasin Barat,2024,1,3,4.5,300.0,2900.0,3.0,5.0,6.0,15909.0,3.0,244.14982163491692,259.0,1.0,269.0,4375.44483216697,340.31237583520874,398.65164026410173
25,Telawang,Banjarmasin Barat,2024,2,3,4.5,300.0,2900.0,3.0,5.0,6.0,15909.0,3.0,290.04337631897937,254.0,1.0,264.0,4083.7485100225053,311.1427436207623,311.1427436207623
25,Telawang,Banjarmasin Barat,2024,3,4,4.5,300.0,2900.0,3.0,5.0,6.0,15909.0,3.0,421.7928818208959,264.0,1.0,274.0,4667.141154311435,369.48200804965524,369.48200804965524
25,Telawang,Banjarmasin Barat,2024,4,4,4.5,300.0,2900.0,3.0,5.0,6.0,15909.0,3.0,388.9284295259529,314.0,1.0,279.0,4958.837476455899,398.65164026410173,243.08026845372055
25,Telawang,Banjarmasin Barat,2024,5,4,4.5,300.0,2900.0,3.0,5.0,6.0,15909.0,3.0,264.76302839979246,289.0,2.0,294.0,3792.0521878780405,243.08026845372055,155.57137181038115
25,Telawang,Banjarmasin Barat,2024,6,4,4.5,300.0,2900.0,3.0,5.0,6.0,15909.0,3.0,216.04974260166682,299.0,2.0,304.0,3014.1953288261348,175.0177932866788,106.95531811963704
25,Telawang,Banjarmasin Barat,2024,7,3,4.5,300.0,2900.0,3.0,5.0,6.0,15909.0,3.0,107.83040708607044,274.0,2.0,279.0,2722.49900668167,145.84816107223233,82.64729127426499
25,Telawang,Banjarmasin Barat,2024,8,3,4.5,300.0,2900.0,3.0,5.0,6.0,15909.0,3.0,191.35278732676883,259.0,2.0,264.0,2333.5705771557173,116.67852885778586,38.89284295259529
25,Telawang,Banjarmasin Barat,2024,9,3,4.5,300.0,2900.0,3.0,5.0,6.0,15909.0,3.0,264.6657962924109,254.0,2.0,259.0,2528.034791918694,136.1249503340835,58.33926442889293
25,Telawang,Banjarmasin Barat,2024,10,4,4.5,300.0,2900.0,3.0,5.0,6.0,15909.0,3.0,387.66441212999354,269.0,2.0,279.0,3208.6595435891113,204.18742550112526,136.1249503340835
25,Telawang,Banjarmasin Barat,2024,11,4,4.5,300.0,2900.0,3.0,5.0,6.0,15909.0,3.0,392.0398569621605,294.0,1.0,299.0,4569.909046929946,350.0355865733576,340.31237583520874
25,Telawang,Banjarmasin Barat,2024,12,4,4.5,300.0,2900.0,3.0,5.0,6.0,15909.0,3.0,454.94903043798337,309.0,1.0,314.0,5153.301691218876,408.3748510022505,418.0980617403993
26,Kuin Selatan,Banjarmasin Barat,2024,1,4,2.5,90.0,2900.0,4.0,2.0,9.0,6716.0,1.0,244.14982163491692,259.0,1.0,269.0,4375.44483216697,340.31237583520874,398.65164026410173
26,Kuin Selatan,Banjarmasin Barat,2024,2,4,2.5,90.0,2900.0,4.0,2.0,9.0,6716.0,1.0,290.04337631897937,254.0,1.0,264.0,4083.7485100225053,311.1427436207623,311.1427436207623
26,Kuin Selatan,Banjarmasin Barat,2024,3,4,2.5,90.0,2900.0,4.0,2.0,9.0,6716.0,1.0,421.7928818208959,264.0,1.0,274.0,4667.141154311435,369.48200804965524,369.48200804965524
26,Kuin Selatan,Banjarmasin Barat,2024,4,4,2.5,90.0,2900.0,4.0,2.0,9.0,6716.0,1.0,388.9284295259529,314.0,1.0,279.0,4958.837476455899,398.65164026410173,243.08026845372055
26,Kuin Selatan,Banjarmasin Barat,2024,5,4,2.5,90.0,2900.0,4.0,2.0,9.0,6716.0,1.0,264.76302839979246,289.0,2.0,294.0,3792.0521878780405,243.08026845372055,155.57137181038115
26,Kuin Selatan,Banjarmasin Barat,2024,6,4,2.5,90.0,2900.0,4.0,2.0,9.0,6716.0,1.0,216.04974260166682,299.0,2.0,304.0,3014.1953288261348,175.0177932866788,106.95531811963704
26,Kuin Selatan,Banjarmasin Barat,2024,7,4,2.5,90.0,2900.0,4.0,2.0,9.0,6716.0,1.0,107.83040708607044,274.0,2.0,279.0,2722.49900668167,145.84816107223233,82.64729127426499
26,Kuin Selatan,Banjarmasin Barat,2024,8,4,2.5,90.0,2900.0,4.0,2.0,9.0,6716.0,1.0,191.35278732676883,259.0,2.0,264.0,2333.5705771557173,116.67852885778586,38.89284295259529
26,Kuin Selatan,Banjarmasin Barat,2024,9,4,2.5,90.0,2900.0,4.0,2.0,9.0,6716.0,1.0,264.6657962924109,254.0,2.0,259.0,2528.034791918694,136.1249503340835,58.33926442889293
26,Kuin Selatan,Banjarmasin Barat,2024,10,4,2.5,90.0,2900.0,4.0,2.0,9.0,6716.0,1.0,387.66441212999354,269.0,2.0,279.0,3208.6595435891113,204.18742550112526,136.1249503340835
26,Kuin Selatan,Banjarmasin Barat,2024,11,4,2.5,90.0,2900.0,4.0,2.0,9.0,6716.0,1.0,392.0398569621605,294.0,1.0,299.0,4569.909046929946,350.0355865733576,340.31237583520874
26,Kuin Selatan,Banjarmasin Barat,2024,12,4,2.5,90.0,2900.0,4.0,2.0,9.0,6716.0,1.0,454.94903043798337,309.0,1.0,314.0,5153.301691218876,408.3748510022505,418.0980617403993
27,Kuin Cerucuk,Banjarmasin Barat,2024,1,4,2.0,50.0,2900.0,1.0,2.0,9.0,10665.0,1.0,244.14982163491692,259.0,1.0,269.0,4375.44483216697,340.31237583520874,398.65164026410173
27,Kuin Cerucuk,Banjarmasin Barat,2024,2,4,2.0,50.0,2900.0,1.0,2.0,9.0,10665.0,1.0,290.04337631897937,254.0,1.0,264.0,4083.7485100225053,311.1427436207623,311.1427436207623
27,Kuin Cerucuk,Banjarmasin Barat,2024,3,4,2.0,50.0,2900.0,1.0,2.0,9.0,10665.0,1.0,421.7928818208959,264.0,1.0,274.0,4667.141154311435,369.48200804965524,369.48200804965524
27,Kuin Cerucuk,Banjarmasin Barat,2024,4,4,2.0,50.0,2900.0,1.0,2.0,9.0,10665.0,1.0,388.9284295259529,314.0,1.0,279.0,4958.837476455899,398.65164026410173,243.08026845372055
27,Kuin Cerucuk,Banjarmasin Barat,2024,5,4,2.0,50.0,2900.0,1.0,2.0,9.0,10665.0,1.0,264.76302839979246,289.0,2.0,294.0,3792.0521878780405,243.08026845372055,155.57137181038115
27,Kuin Cerucuk,Banjarmasin Barat,2024,6,4,2.0,50.0,2900.0,1.0,2.0,9.0,10665.0,1.0,216.04974260166682,299.0,2.0,304.0,3014.1953288261348,175.0177932866788,106.95531811963704
27,Kuin Cerucuk,Banjarmasin Barat,2024,7,4,2.0,50.0,2900.0,1.0,2.0,9.0,10665.0,1.0,107.83040708607044,274.0,2.0,279.0,2722.49900668167,145.84816107223233,82.64729127426499
27,Kuin Cerucuk,Banjarmasin Barat,2024,8,4,2.0,50.0,2900.0,1.0,2.0,9.0,10665.0,1.0,191.35278732676883,259.0,2.0,264.0,2333.5705771557173,116.67852885778586,38.89284295259529
27,Kuin Cerucuk,Banjarmasin Barat,2024,9,4,2.0,50.0,2900.0,1.0,2.0,9.0,10665.0,1.0,264.6657962924109,254.0,2.0,259.0,2528.034791918694,136.1249503340835,58.33926442889293
27,Kuin Cerucuk,Banjarmasin Barat,2024,10,4,2.0,50.0,2900.0,1.0,2.0,9.0,10665.0,1.0,387.66441212999354,269.0,2.0,279.0,3208.6595435891113,204.18742550112526,136.1249503340835
27,Kuin Cerucuk,Banjarmasin Barat,2024,11,4,2.0,50.0,2900.0,1.0,2.0,9.0,10665.0,1.0,392.0398569621605,294.0,1.0,299.0,4569.909046929946,350.0355865733576,340.31237583520874
27,Kuin Cerucuk,Banjarmasin Barat,2024,12,4,2.0,50.0,2900.0,1.0,2.0,9.0,10665.0,1.0,454.94903043798337,309.0,1.0,314.0,5153.301691218876,408.3748510022505,418.0980617403993
28,Basirih,Banjarmasin Barat,2024,1,2,4.5,400.0,2900.0,2.0,6.0,5.0,5964.0,2.0,244.14982163491692,259.0,1.0,269.0,4375.44483216697,340.31237583520874,398.65164026410173
28,Basirih,Banjarmasin Barat,2024,2,2,4.5,400.0,2900.0,2.0,6.0,5.0,5964.0,2.0,290.04337631897937,254.0,1.0,264.0,4083.7485100225053,311.1427436207623,311.1427436207623
28,Basirih,Banjarmasin Barat,2024,3,3,4.5,400.0,2900.0,2.0,6.0,5.0,5964.0,2.0,421.7928818208959,264.0,1.0,274.0,4667.141154311435,369.48200804965524,369.48200804965524
28,Basirih,Banjarmasin Barat,2024,4,4,4.5,400.0,2900.0,2.0,6.0,5.0,5964.0,2.0,388.9284295259529,314.0,1.0,279.0,4958.837476455899,398.65164026410173,243.08026845372055
28,Basirih,Banjarmasin Barat,2024,5,3,4.5,400.0,2900.0,2.0,6.0,5.0,5964.0,2.0,264.76302839979246,289.0,2.0,294.0,3792.0521878780405,243.08026845372055,155.57137181038115
28,Basirih,Banjarmasin Barat,2024,6,3,4.5,400.0,2900.0,2.0,6.0,5.0,5964.0,2.0,216.04974260166682,299.0,2.0,304.0,3014.1953288261348,175.0177932866788,106.95531811963704
28,Basirih,Banjarmasin Barat,2024,7,2,4.5,400.0,2900.0,2.0,6.0,5.0,5964.0,2.0,107.83040708607044,274.0,2.0,279.0,2722.49900668167,145.84816107223233,82.64729127426499
28,Basirih,Banjarmasin Barat,2024,8,2,4.5,400.0,2900.0,2.0,6.0,5.0,5964.0,2.0,191.35278732676883,259.0,2.0,264.0,2333.5705771557173,116.67852885778586,38.89284295259529
28,Basirih,Banjarmasin Barat,2024,9,2,4.5,400.0,2900.0,2.0,6.0,5.0,5964.0,2.0,264.6657962924109,254.0,2.0,259.0,2528.034791918694,136.1249503340835,58.33926442889293
28,Basirih,Banjarmasin Barat,2024,10,3,4.5,400.0,2900.0,2.0,6.0,5.0,5964.0,2.0,387.66441212999354,269.0,2.0,279.0,3208.6595435891113,204.18742550112526,136.1249503340835
28,Basirih,Banjarmasin Barat,2024,11,3,4.5,400.0,2900.0,2.0,6.0,5.0,5964.0,2.0,392.0398569621605,294.0,1.0,299.0,4569.909046929946,350.0355865733576,340.31237583520874
28,Basirih,Banjarmasin Barat,2024,12,4,4.5,400.0,2900.0,2.0,6.0,5.0,5964.0,2.0,454.94903043798337,309.0,1.0,314.0,5153.301691218876,408.3748510022505,418.0980617403993
29,Belitung Selatan,Banjarmasin Barat,2024,1,3,3.0,100.0,2900.0,1.0,3.0,8.0,21069.0,2.0,244.14982163491692,259.0,1.0,269.0,4375.44483216697,340.31237583520874,398.65164026410173
29,Belitung Selatan,Banjarmasin Barat,2024,2,3,3.0,100.0,2900.0,1.0,3.0,8.0,21069.0,2.0,290.04337631897937,254.0,1.0,264.0,4083.7485100225053,311.1427436207623,311.1427436207623
29,Belitung Selatan,Banjarmasin Barat,2024,3,4,3.0,100.0,2900.0,1.0,3.0,8.0,21069.0,2.0,421.7928818208959,264.0,1.0,274.0,4667.141154311435,369.48200804965524,369.48200804965524
29,Belitung Selatan,Banjarmasin Barat,2024,4,4,3.0,100.0,2900.0,1.0,3.0,8.0,21069.0,2.0,388.9284295259529,314.0,1.0,279.0,4958.837476455899,398.65164026410173,243.08026845372055
29,Belitung Selatan,Banjarmasin Barat,2024,5,4,3.0,100.0,2900.0,1.0,3.0,8.0,21069.0,2.0,264.76302839979246,289.0,2.0,294.0,3792.0521878780405,243.08026845372055,155.57137181038115
29,Belitung Selatan,Banjarmasin Barat,2024,6,4,3.0,100.0,2900.0,1.0,3.0,8.0,21069.0,2.0,216.04974260166682,299.0,2.0,304.0,3014.1953288261348,175.0177932866788,106.95531811963704
29,Belitung Selatan,Banjarmasin Barat,2024,7,3,3.0,100.0,2900.0,1.0,3.0,8.0,21069.0,2.0,107.83040708607044,274.0,2.0,279.0,2722.49900668167,145.84816107223233,82.64729127426499
29,Belitung Selatan,Banjarmasin Barat,2024,8,3,3.0,100.0,2900.0,1.0,3.0,8.0,21069.0,2.0,191.35278732676883,259.0,2.0,264.0,2333.5705771557173,116.67852885778586,38.89284295259529
29,Belitung Selatan,Banjarmasin Barat,2024,9,3,3.0,100.0,2900.0,1.0,3.0,8.0,21069.0,2.0,264.6657962924109,254.0,2.0,259.0,2528.034791918694,136.1249503340835,58.33926442889293
29,Belitung Selatan,Banjarmasin Barat,2024,10,4,3.0,100.0,2900.0,1.0,3.0,8.0,21069.0,2.0,387.66441212999354,269.0,2.0,279.0,3208.6595435891113,204.18742550112526,136.1249503340835
29,Belitung Selatan,Banjarmasin Barat,2024,11,4,3.0,100.0,2900.0,1.0,3.0,8.0,21069.0,2.0,392.0398569621605,294.0,1.0,299.0,4569.909046929946,350.0355865733576,340.31237583520874
29,Belitung Selatan,Banjarmasin Barat,2024,12,4,3.0,100.0,2900.0,1.0,3.0,8.0,21069.0,2.0,454.94903043798337,309.0,1.0,314.0,5153.301691218876,408.3748510022505,418.0980617403993
30,Belitung Utara,Banjarmasin Barat,2024,1,3,3.5,250.0,2900.0,5.0,4.0,6.0,10061.0,2.0,244.14982163491692,259.0,1.0,269.0,4375.44483216697,340.31237583520874,398.65164026410173
30,Belitung Utara,Banjarmasin Barat,2024,2,3,3.5,250.0,2900.0,5.0,4.0,6.0,10061.0,2.0,290.04337631897937,254.0,1.0,264.0,4083.7485100225053,311.1427436207623,311.1427436207623
30,Belitung Utara,Banjarmasin Barat,2024,3,4,3.5,250.0,2900.0,5.0,4.0,6.0,10061.0,2.0,421.7928818208959,264.0,1.0,274.0,4667.141154311435,369.48200804965524,369.48200804965524
30,Belitung Utara,Banjarmasin Barat,2024,4,4,3.5,250.0,2900.0,5.0,4.0,6.0,10061.0,2.0,388.9284295259529,314.0,1.0,279.0,4958.837476455899,398.65164026410173,243.08026845372055
30,Belitung Utara,Banjarmasin Barat,2024,5,4,3.5,250.0,2900.0,5.0,4.0,6.0,10061.0,2.0,264.76302839979246,289.0,2.0,294.0,3792.0521878780405,243.08026845372055,155.57137181038115
30,Belitung Utara,Banjarmasin Barat,2024,6,4,3.5,250.0,2900.0,5.0,4.0,6.0,10061.0,2.0,216.04974260166682,299.0,2.0,304.0,3014.1953288261348,175.0177932866788,106.95531811963704
30,Belitung Utara,Banjarmasin Barat,2024,7,3,3.5,250.0,2900.0,5.0,4.0,6.0,10061.0,2.0,107.83040708607044,274.0,2.0,279.0,2722.49900668167,145.84816107223233,82.64729127426499
30,Belitung Utara,Banjarmasin Barat,2024,8,3,3.5,250.0,2900.0,5.0,4.0,6.0,10061.0,2.0,191.35278732676883,259.0,2.0,264.0,2333.5705771557173,116.67852885778586,38.89284295259529
30,Belitung Utara,Banjarmasin Barat,2024,9,3,3.5,250.0,2900.0,5.0,4.0,6.0,10061.0,2.0,264.6657962924109,254.0,2.0,259.0,2528.034791918694,136.1249503340835,58.33926442889293
30,Belitung Utara,Banjarmasin Barat,2024,10,4,3.5,250.0,2900.0,5.0,4.0,6.0,10061.0,2.0,387.66441212999354,269.0,2.0,279.0,3208.6595435891113,204.18742550112526,136.1249503340835
30,Belitung Utara,Banjarmasin Barat,2024,11,4,3.5,250.0,2900.0,5.0,4.0,6.0,10061.0,2.0,392.0398569621605,294.0,1.0,299.0,4569.909046929946,350.0355865733576,340.31237583520874
30,Belitung Utara,Banjarmasin Barat,2024,12,4,3.5,250.0,2900.0,5.0,4.0,6.0,10061.0,2.0,454.94903043798337,309.0,1.0,314.0,5153.301691218876,408.3748510022505,418.0980617403993
31,Teluk Tiram,Banjarmasin Barat,2024,1,3,3.0,130.0,2900.0,1.0,3.0,7.0,20519.0,2.0,244.14982163491692,259.0,1.0,269.0,4375.44483216697,340.31237583520874,398.65164026410173
31,Teluk Tiram,Banjarmasin Barat,2024,2,3,3.0,130.0,2900.0,1.0,3.0,7.0,20519.0,2.0,290.04337631897937,254.0,1.0,264.0,4083.7485100225053,311.1427436207623,311.1427436207623
31,Teluk Tiram,Banjarmasin Barat,2024,3,4,3.0,130.0,2900.0,1.0,3.0,7.0,20519.0,2.0,421.7928818208959,264.0,1.0,274.0,4667.141154311435,369.48200804965524,369.48200804965524
31,Teluk Tiram,Banjarmasin Barat,2024,4,4,3.0,130.0,2900.0,1.0,3.0,7.0,20519.0,2.0,388.9284295259529,314.0,1.0,279.0,4958.837476455899,398.65164026410173,243.08026845372055
31,Teluk Tiram,Banjarmasin Barat,2024,5,4,3.0,130.0,2900.0,1.0,3.0,7.0,20519.0,2.0,264.76302839979246,289.0,2.0,294.0,3792.0521878780405,243.08026845372055,155.57137181038115
31,Teluk Tiram,Banjarmasin Barat,2024,6,4,3.0,130.0,2900.0,1.0,3.0,7.0,20519.0,2.0,216.04974260166682,299.0,2.0,304.0,3014.1953288261348,175.0177932866788,106.95531811963704
31,Teluk Tiram,Banjarmasin Barat,2024,7,3,3.0,130.0,2900.0,1.0,3.0,7.0,20519.0,2.0,107.83040708607044,274.0,2.0,279.0,2722.49900668167,145.84816107223233,82.64729127426499
31,Teluk Tiram,Banjarmasin Barat,2024,8,3,3.0,130.0,2900.0,1.0,3.0,7.0,20519.0,2.0,191.35278732676883,259.0,2.0,264.0,2333.5705771557173,116.67852885778586,38.89284295259529
31,Teluk Tiram,Banjarmasin Barat,2024,9,3,3.0,130.0,2900.0,1.0,3.0,7.0,20519.0,2.0,264.6657962924109,254.0,2.0,259.0,2528.034791918694,136.1249503340835,58.33926442889293
31,Teluk Tiram,Banjarmasin Barat,2024,10,4,3.0,130.0,2900.0,1.0,3.0,7.0,20519.0,2.0,387.66441212999354,269.0,2.0,279.0,3208.6595435891113,204.18742550112526,136.1249503340835
31,Teluk Tiram,Banjarmasin Barat,2024,11,4,3.0,130.0,2900.0,1.0,3.0,7.0,20519.0,2.0,392.0398569621605,294.0,1.0,299.0,4569.909046929946,350.0355865733576,340.31237583520874
31,Teluk Tiram,Banjarmasin Barat,2024,12,4,3.0,130.0,2900.0,1.0,3.0,7.0,20519.0,2.0,454.94903043798337,309.0,1.0,314.0,5153.301691218876,408.3748510022505,418.0980617403993
32,Kuripan,Banjarmasin Timur,2024,1,3,5.5,600.0,2550.0,3.0,7.0,3.0,8178.0,3.0,244.14982163491692,259.0,1.0,269.0,4375.44483216697,340.31237583520874,398.65164026410173
32,Kuripan,Banjarmasin Timur,2024,2,3,5.5,600.0,2550.0,3.0,7.0,3.0,8178.0,3.0,290.04337631897937,254.0,1.0,264.0,4083.7485100225053,311.1427436207623,311.1427436207623
32,Kuripan,Banjarmasin Timur,2024,3,4,5.5,600.0,2550.0,3.0,7.0,3.0,8178.0,3.0,421.7928818208959,264.0,1.0,274.0,4667.141154311435,369.48200804965524,369.48200804965524
32,Kuripan,Banjarmasin Timur,2024,4,4,5.5,600.0,2550.0,3.0,7.0,3.0,8178.0,3.0,388.9284295259529,314.0,1.0,279.0,4958.837476455899,398.65164026410173,243.08026845372055
32,Kuripan,Banjarmasin Timur,2024,5,4,5.5,600.0,2550.0,3.0,7.0,3.0,8178.0,3.0,264.76302839979246,289.0,2.0,294.0,3792.0521878780405,243.08026845372055,155.57137181038115
32,Kuripan,Banjarmasin Timur,2024,6,4,5.5,600.0,2550.0,3.0,7.0,3.0,8178.0,3.0,216.04974260166682,299.0,2.0,304.0,3014.1953288261348,175.0177932866788,106.95531811963704
32,Kuripan,Banjarmasin Timur,2024,7,3,5.5,600.0,2550.0,3.0,7.0,3.0,8178.0,3.0,107.83040708607044,274.0,2.0,279.0,2722.49900668167,145.84816107223233,82.64729127426499
32,Kuripan,Banjarmasin Timur,2024,8,3,5.5,600.0,2550.0,3.0,7.0,3.0,8178.0,3.0,191.35278732676883,259.0,2.0,264.0,2333.5705771557173,116.67852885778586,38.89284295259529
32,Kuripan,Banjarmasin Timur,2024,9,3,5.5,600.0,2550.0,3.0,7.0,3.0,8178.0,3.0,264.6657962924109,254.0,2.0,259.0,2528.034791918694,136.1249503340835,58.33926442889293
32,Kuripan,Banjarmasin Timur,2024,10,4,5.5,600.0,2550.0,3.0,7.0,3.0,8178.0,3.0,387.66441212999354,269.0,2.0,279.0,3208.6595435891113,204.18742550112526,136.1249503340835
32,Kuripan,Banjarmasin Timur,2024,11,4,5.5,600.0,2550.0,3.0,7.0,3.0,8178.0,3.0,392.0398569621605,294.0,1.0,299.0,4569.909046929946,350.0355865733576,340.31237583520874
32,Kuripan,Banjarmasin Timur,2024,12,4,5.5,600.0,2550.0,3.0,7.0,3.0,8178.0,3.0,454.94903043798337,309.0,1.0,314.0,5153.301691218876,408.3748510022505,418.0980617403993
33,Kebun Bunga,Banjarmasin Timur,2024,1,1,7.0,800.0,2550.0,2.0,7.0,2.0,8228.0,3.0,244.14982163491692,259.0,1.0,269.0,4375.44483216697,340.31237583520874,398.65164026410173
33,Kebun Bunga,Banjarmasin Timur,2024,2,1,7.0,800.0,2550.0,2.0,7.0,2.0,8228.0,3.0,290.04337631897937,254.0,1.0,264.0,4083.7485100225053,311.1427436207623,311.1427436207623
33,Kebun Bunga,Banjarmasin Timur,2024,3,2,7.0,800.0,2550.0,2.0,7.0,2.0,8228.0,3.0,421.7928818208959,264.0,1.0,274.0,4667.141154311435,369.48200804965524,369.48200804965524
33,Kebun Bunga,Banjarmasin Timur,2024,4,2,7.0,800.0,2550.0,2.0,7.0,2.0,8228.0,3.0,388.9284295259529,314.0,1.0,279.0,4958.837476455899,398.65164026410173,243.08026845372055
33,Kebun Bunga,Banjarmasin Timur,2024,5,2,7.0,800.0,2550.0,2.0,7.0,2.0,8228.0,3.0,264.76302839979246,289.0,2.0,294.0,3792.0521878780405,243.08026845372055,155.57137181038115
33,Kebun Bunga,Banjarmasin Timur,2024,6,2,7.0,800.0,2550.0,2.0,7.0,2.0,8228.0,3.0,216.04974260166682,299.0,2.0,304.0,3014.1953288261348,175.0177932866788,106.95531811963704
33,Kebun Bunga,Banjarmasin Timur,2024,7,1,7.0,800.0,2550.0,2.0,7.0,2.0,8228.0,3.0,107.83040708607044,274.0,2.0,279.0,2722.49900668167,145.84816107223233,82.64729127426499
33,Kebun Bunga,Banjarmasin Timur,2024,8,1,7.0,800.0,2550.0,2.0,7.0,2.0,8228.0,3.0,191.35278732676883,259.0,2.0,264.0,2333.5705771557173,116.67852885778586,38.89284295259529
33,Kebun Bunga,Banjarmasin Timur,2024,9,1,7.0,800.0,2550.0,2.0,7.0,2.0,8228.0,3.0,264.6657962924109,254.0,2.0,259.0,2528.034791918694,136.1249503340835,58.33926442889293
33,Kebun Bunga,Banjarmasin Timur,2024,10,2,7.0,800.0,2550.0,2.0,7.0,2.0,8228.0,3.0,387.66441212999354,269.0,2.0,279.0,3208.6595435891113,204.18742550112526,136.1249503340835
33,Kebun Bunga,Banjarmasin Timur,2024,11,2,7.0,800.0,2550.0,2.0,7.0,2.0,8228.0,3.0,392.0398569621605,294.0,1.0,299.0,4569.909046929946,350.0355865733576,340.31237583520874
33,Kebun Bunga,Banjarmasin Timur,2024,12,2,7.0,800.0,2550.0,2.0,7.0,2.0,8228.0,3.0,454.94903043798337,309.0,1.0,314.0,5153.301691218876,408.3748510022505,418.0980617403993
34,Sungai Bilu,Banjarmasin Timur,2024,1,3,3.5,150.0,2550.0,1.0,4.0,7.0,14024.0,2.0,244.14982163491692,259.0,1.0,269.0,4375.44483216697,340.31237583520874,398.65164026410173
34,Sungai Bilu,Banjarmasin Timur,2024,2,3,3.5,150.0,2550.0,1.0,4.0,7.0,14024.0,2.0,290.04337631897937,254.0,1.0,264.0,4083.7485100225053,311.1427436207623,311.1427436207623
